Calibration,Detector,Clock,Dataset,w,F1,ADD,Seed
IID,PHT + HT,1,PFF->VNQ,100,0.0,,19
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,19
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,19
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,19
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,19
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,19
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,19
IID,EDDM + ARF,32,PFF->VNQ,100,1.0,32.0,19
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,19
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,19
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,19
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,19
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,19
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,19
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,19
Cal. A,PHT + HT,1,PFF->VNQ,100,1.0,61.0,19
Cal. A,EDDM + HT,1,PFF->VNQ,100,1.0,85.0,19
Cal. A,ADWIN + HT,1,PFF->VNQ,100,1.0,53.0,19
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,19
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,19
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,19
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,19
Cal. A,EDDM + ARF,32,PFF->VNQ,100,1.0,31.0,19
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,19
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,19
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,19
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,19
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,19
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,1.0,57.0,19
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,12.0,19
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,16.0,19
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,31.0,19
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,19
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,19
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,19
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,19
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,19
Cal. B,EDDM + ARF,32,PFF->VNQ,100,1.0,31.0,19
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,19
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,19
Cal. B,SRP + PHT,32,PFF->VNQ,100,1.0,18.0,19
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,19
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,19
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,16.0,19
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,19
IID,PHT + HT,1,PFF->VNQ,100,0.0,,20
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,20
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,20
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,20
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,20
IID,ADWIN + ARF,1,PFF->VNQ,100,0.0,,20
IID,PHT + ARF,32,PFF->VNQ,100,1.0,17.0,20
IID,EDDM + ARF,32,PFF->VNQ,100,1.0,38.0,20
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,20
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,20
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,20
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,20
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,20
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,20
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,20
Cal. A,PHT + HT,1,PFF->VNQ,100,0.0,,20
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,20
Cal. A,ADWIN + HT,1,PFF->VNQ,100,0.0,,20
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,20
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,20
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,13.0,20
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,18.0,20
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,20
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,20
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,20
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,20
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,20
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,20
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,20
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,20
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,34.0,20
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,51.0,20
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,25.0,20
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,20
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,20
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,20
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,17.0,20
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,20
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,20
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,20
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,20
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,20
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,20
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,34.0,20
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,25.0,20
IID,PHT + HT,1,PFF->VNQ,100,0.0,,21
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,21
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,21
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,21
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,21
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,21
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,21
IID,EDDM + ARF,32,PFF->VNQ,100,1.0,34.0,21
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,21
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,21
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,21
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,21
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,21
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,21
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,21
Cal. A,PHT + HT,1,PFF->VNQ,100,0.0,,21
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,21
Cal. A,ADWIN + HT,1,PFF->VNQ,100,0.0,,21
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,21
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,21
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,21
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,21
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,21
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,21
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,21
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,21
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,21
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,21
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,21
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,21
Cal. B,PHT + HT,1,PFF->VNQ,100,0.0,,21
Cal. B,EDDM + HT,1,PFF->VNQ,100,0.0,,21
Cal. B,ADWIN + HT,1,PFF->VNQ,100,0.0,,21
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,21
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,21
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,10.0,21
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,17.0,21
Cal. B,EDDM + ARF,32,PFF->VNQ,100,1.0,35.0,21
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,21
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,21
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,21
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,21
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,21
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,0.0,,21
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,21
IID,PHT + HT,1,PFF->VNQ,100,0.0,,22
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,22
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,22
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,22
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,22
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,22
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,22
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,22
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,22
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,22
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,22
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,22
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,22
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,22
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,22
Cal. A,PHT + HT,1,PFF->VNQ,100,0.0,,22
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,22
Cal. A,ADWIN + HT,1,PFF->VNQ,100,0.0,,22
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,22
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,22
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,22
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,18.0,22
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,22
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,22
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,22
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,22
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,22
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,22
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,22
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,22
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,17.0,22
Cal. B,EDDM + HT,1,PFF->VNQ,100,0.0,,22
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,22
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,22
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,22
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,22
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,18.0,22
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,22
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,22
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,22
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,22
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,22
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,22
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,16.0,22
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,22
IID,PHT + HT,1,PFF->VNQ,100,0.0,,23
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,23
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,23
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,23
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,23
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,23
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,23
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,23
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,23
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,23
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,23
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,23
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,23
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,23
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,23
Cal. A,PHT + HT,1,PFF->VNQ,100,0.0,,23
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,23
Cal. A,ADWIN + HT,1,PFF->VNQ,100,0.0,,23
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,23
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,23
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,23
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,17.0,23
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,23
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,23
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,23
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,23
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,23
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,23
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,23
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,23
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,91.0,23
Cal. B,EDDM + HT,1,PFF->VNQ,100,0.0,,23
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,83.0,23
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,23
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,23
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,23
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,23
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,23
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,23
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,23
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,23
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,23
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,23
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,0.0,,23
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,90.0,23
IID,PHT + HT,1,PFF->VNQ,100,0.0,,24
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,24
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,24
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,24
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,24
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,24
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,24
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,24
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,24
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,24
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,24
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,24
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,24
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,24
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,24
Cal. A,PHT + HT,1,PFF->VNQ,100,1.0,202.0,24
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,24
Cal. A,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,24
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,24
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,24
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,24
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,24
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,24
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,24
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,24
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,24
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,24
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,24
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,24
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,24
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,16.0,24
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,162.0,24
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,24
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,24
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,24
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,24
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,24
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,24
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,24
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,24
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,24
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,24
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,24
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,16.0,24
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,24
IID,PHT + HT,1,PFF->VNQ,100,0.0,,25
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,25
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,25
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,25
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,25
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,25
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,25
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,25
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,25
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,25
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,25
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,25
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,25
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,25
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,25
Cal. A,PHT + HT,1,PFF->VNQ,100,1.0,75.0,25
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,25
Cal. A,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,25
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,25
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,25
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,25
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,25
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,25
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,25
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,25
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,25
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,25
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,25
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,1.0,17.0,25
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,25
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,16.0,25
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,31.0,25
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,25
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,25
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,25
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,25
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,25
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,25
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,25
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,25
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,25
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,25
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,25
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,16.0,25
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,9.0,25
IID,PHT + HT,1,PFF->VNQ,100,0.0,,26
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,26
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,26
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,26
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,26
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,26
IID,PHT + ARF,32,PFF->VNQ,100,1.0,16.0,26
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,26
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,26
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,26
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,26
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,26
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,26
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,26
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,26
Cal. A,PHT + HT,1,PFF->VNQ,100,1.0,36.0,26
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,26
Cal. A,ADWIN + HT,1,PFF->VNQ,100,1.0,27.0,26
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,26
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,26
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,26
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,20.0,26
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,26
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,26
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,26
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,26
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,26
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,26
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,1.0,37.0,26
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,28.0,26
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,19.0,26
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,34.0,26
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,12.0,26
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,26
Cal. B,EDDM + ARF,1,PFF->VNQ,100,0.0,,26
Cal. B,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,26
Cal. B,PHT + ARF,32,PFF->VNQ,100,1.0,20.0,26
Cal. B,EDDM + ARF,32,PFF->VNQ,100,0.0,,26
Cal. B,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,26
Cal. B,SRP + PHT,1,PFF->VNQ,100,0.0,,26
Cal. B,SRP + PHT,32,PFF->VNQ,100,0.0,,26
Cal. B,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,26
Cal. B,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,26
Cal. B,PHT + RF (Static),1,PFF->VNQ,100,1.0,20.0,26
Cal. B,ADWIN + RF (Static),1,PFF->VNQ,100,1.0,13.0,26
IID,PHT + HT,1,PFF->VNQ,100,0.0,,27
IID,EDDM + HT,1,PFF->VNQ,100,0.0,,27
IID,ADWIN + HT,1,PFF->VNQ,100,0.0,,27
IID,PHT + ARF,1,PFF->VNQ,100,0.0,,27
IID,EDDM + ARF,1,PFF->VNQ,100,0.0,,27
IID,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,27
IID,PHT + ARF,32,PFF->VNQ,100,1.0,19.0,27
IID,EDDM + ARF,32,PFF->VNQ,100,0.0,,27
IID,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,27
IID,SRP + PHT,1,PFF->VNQ,100,0.0,,27
IID,SRP + PHT,32,PFF->VNQ,100,0.0,,27
IID,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,27
IID,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,27
IID,PHT + RF (Static),1,PFF->VNQ,100,0.0,,27
IID,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,27
Cal. A,PHT + HT,1,PFF->VNQ,100,0.0,,27
Cal. A,EDDM + HT,1,PFF->VNQ,100,0.0,,27
Cal. A,ADWIN + HT,1,PFF->VNQ,100,0.0,,27
Cal. A,PHT + ARF,1,PFF->VNQ,100,0.0,,27
Cal. A,EDDM + ARF,1,PFF->VNQ,100,0.0,,27
Cal. A,ADWIN + ARF,1,PFF->VNQ,100,1.0,9.0,27
Cal. A,PHT + ARF,32,PFF->VNQ,100,1.0,20.0,27
Cal. A,EDDM + ARF,32,PFF->VNQ,100,0.0,,27
Cal. A,ADWIN + ARF,32,PFF->VNQ,100,1.0,31.0,27
Cal. A,SRP + PHT,1,PFF->VNQ,100,0.0,,27
Cal. A,SRP + PHT,32,PFF->VNQ,100,0.0,,27
Cal. A,KSWIN + ARF,1,PFF->VNQ,100,1.0,14.0,27
Cal. A,KSWIN + ARF,32,PFF->VNQ,100,1.0,14.0,27
Cal. A,PHT + RF (Static),1,PFF->VNQ,100,0.0,,27
Cal. A,ADWIN + RF (Static),1,PFF->VNQ,100,0.0,,27
Cal. B,PHT + HT,1,PFF->VNQ,100,1.0,16.0,27
Cal. B,EDDM + HT,1,PFF->VNQ,100,1.0,56.0,27
Cal. B,ADWIN + HT,1,PFF->VNQ,100,1.0,9.0,27
Cal. B,PHT + ARF,1,PFF->VNQ,100,0.0,,27
